,Sentence,Sentiment
1291,"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",0
1292,"The Group 's business sectors are Building Construction , Infrastructure Construction , Technical Building Services , and Building Products .",0
1293,"Thanksto improvements in demand and the adjustments we have made , theutilization rates of Cramo 's fleet have substantiallyimproved . ''",0
1294,"For 2009 , net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .",0
1295,FDA approves Shire's Vyvanse for binge-eating disorder,0
1296,Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,0
1297,UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,0
1298,The use of validation rule base enables verifying that processing rule bases managed by different administrators fulfil some set requirements .,0
1299,"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",0
1300,Long $X 24.62,0
1301,"The number of class A shares remains unchanged at 9,526,089 shares .",0
1302,The pipeline is strong .,0
1303,Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .,0
1304,The Extraordinary General Meeting is expected to take place no later than 18 February 2011 .,0
1305,"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze .",0
1306,"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",0
1307,"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",0
1308,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct .",0
1309,"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",0
1310,$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,0
1311,"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",0
1312,"$SLW is down, but weekly $34 calls (-28.95%), .23 x .25 have 321 volume. Worth a chance here, jmho: http://stks.co/1Qfg",0
1313,He is a member of the Board of numerous com-panies and a shareholder of the Boardman Ltd board specialist net-work .,0
1314,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,0
1315,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year .",0
1316,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .",0
1317,The figure does not include food exports from Finland .,0
1318,They are also upset that some of the machinery and work is taken over to Poland .,0
1319,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania .",0
1320,"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",0
1321,The company distributes Hiab 's products as well as other products .,0
1322,FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .,0
1323,Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,0
1324,"The alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected TVs and in-vehicle infotainment systems .",0
1325,"Tikkurila Powder Coatings has some 50 employees at its four paint plants , which generated revenues of EUR2 .4 m USD3 .3 m in 2010 .",0
1326,Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,0
1327,Satama and Trainers ' House will remain as names and independent brands of the business areas .,0
1328,"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",0
1329,"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",0
1330,The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption .,0
1331,Commission income fell to EUR 4.6 mn from EUR 5.1 mn in the corresponding period in 2007 .,0
1332,We are now taking Marimekko there on a distinctly more significant scale .,0
1333,"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 .",0
1334,"Of course , you 'll have direct access to Nokia 's Ovi store , so you 'll have lots of fun downloading your favorite media .",0
1335,"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",0
1336,Repeats sees 2008 EBITA above 18 pct of sales .,0
1337,The construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .,0
1338,"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",0
1339,The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros .,0
1340,The company 's board of directors has proposed a dividend of EUR0 .12 per share for 2006 .,0
1341,"Argentine agricultural export company Calafate has tapped compatriot firm Finnegans for a software solution , the latter company said in a statement .",0
1342,"`` We are delighted to announce our support for Intel based handheld platforms , the capabilities of which have made our development easier and faster .",0
1343,$NFLX and $TSLA making all kinds of gains ð,0
1344,Out of shorts $ALTR at 38.85 with loss,0
1345,"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",0
1346,"Several large stocks tacked lower , however .",0
1347,"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil .",0
1348,"$AMZN trades in mid to upper range. No break out yet, either direction",0
1349,Roshan 's net sales in 2006 were $ 191 million and EBITDA was $ 66.5 million .,0
1350,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .,0
1351,"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",0
1352,Joint procurement will be later extended to the factories in the Baltic countries .,0
1353,"( ADPnews ) - Dec 1 , 2009 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today that it will make redundant a total of 18 office and management staff members of its subsidiary Iittala Group Ltd. .",0
1354,( The acquisition sum has not been disclosed . ),0
1355,"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",0
1356,Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,0
1357,Shares will be acquired in accordance with section 5 of the rules of NASDAQ OMX Helsinki and other rules applicable to the acquisition of own shares .,0
1358,We are pleased to invite you to join M-real 's international conference call at 3:00 p.m. EET .,0
1359,"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",0
1360,"BasWare is headquartered in Espoo , Finland .",0
1361,"The stock is trading above both its MAPs and the 50-day MAP of SEK72 .983 is higher than the 200-day MAP of SEK70 .283 , a bullish indicator .",0
1362,The order for plywood mill machinery and equipment announced by Finnish Raute in September 2006 will be delivered to Thebault Plyland in France .,0
1363,The Swedish player became majority owner of UCell in mid-2007 .,0
1364,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,0
1365,ND = Not disclosed .,0
1366,"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",0
1367,The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,0
1368,"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system .",0
